date,cocoa_price_euro,Brent_Price,precipitation,soil_moisture
2014-07-16,65.33,105.41,11.24,0.63
2014-07-15,99.0,104.73,3.0,0.62
2014-07-14,79.33,104.73,1.36,0.62
2014-07-11,89.0,105.77,0.97,0.64
2014-07-10,87.33,106.2,1.04,0.65
2014-07-09,85.33,106.84,1.43,0.66
2014-07-08,118.67,107.65,2.03,0.67
2014-07-07,90.33,108.7,8.21,0.68
2014-07-04,96.83,,19.21,0.71
2014-07-03,103.33,108.98,14.57,0.7
2014-07-02,126.67,110.18,14.49,0.7
2014-07-01,117.67,110.84,14.59,0.7
2014-06-30,128.33,111.03,19.97,0.67
2014-06-27,133.0,112.62,9.47,0.63
2014-06-26,55.0,112.61,11.38,0.62
2014-06-25,72.67,112.84,6.13,0.62
2014-06-24,48.0,113.74,3.17,0.63
2014-06-23,81.33,113.62,7.7,0.64
2014-06-20,106.67,114.55,10.22,0.64
2014-06-19,111.33,115.19,8.37,0.65
2014-06-18,113.0,114.25,17.62,0.64
2014-06-17,107.0,114.02,12.04,0.62
2014-06-16,104.67,113.42,5.6,0.62
2014-06-13,112.0,113.15,11.86,0.62
2014-06-12,58.67,112.18,13.71,0.61
2014-06-11,113.33,109.83,4.95,0.62
2014-06-10,87.33,109.18,12.53,0.61
2014-06-09,81.0,110.55,4.67,0.62
2014-06-06,66.33,109.21,38.18,0.62
2014-06-05,92.67,108.43,16.79,0.56
2014-06-04,85.0,109.07,4.56,0.55
2014-06-03,74.67,108.87,4.04,0.55
2014-06-02,65.0,109.34,2.57,0.56
2014-05-30,64.67,109.21,8.08,0.55
2014-05-29,49.0,109.98,10.8,0.54
2014-05-28,33.0,109.09,3.37,0.55
2014-05-27,32.67,109.81,7.63,0.54
2014-05-23,30.33,110.19,2.78,0.54
2014-05-22,6.67,110.89,1.6,0.55
2014-05-21,991.0,111.32,6.28,0.55
2014-05-20,976.0,110.35,2.61,0.55
2014-05-19,941.33,110.84,3.56,0.55
2014-05-16,931.33,110.9,4.79,0.56
2014-05-15,910.67,109.74,8.77,0.56
2014-05-14,902.67,109.87,8.16,0.55
2014-05-13,905.0,108.78,3.99,0.56
2014-05-12,884.0,108.37,8.17,0.56
2014-05-09,871.33,108.26,14.76,0.58
2014-05-08,899.0,108.19,15.52,0.56
2014-05-07,905.0,108.17,11.5,0.54
2014-05-06,933.67,108.3,3.51,0.54
2014-05-05,937.0,109.48,4.26,0.55
2014-05-02,928.67,109.48,4.03,0.55
2014-05-01,931.0,108.63,3.49,0.57
2014-04-30,983.0,108.63,17.94,0.57
2014-04-29,960.33,109.89,18.6,0.54
2014-04-28,947.67,109.12,7.44,0.53
2014-04-25,961.33,109.53,5.53,0.52
2014-04-24,976.33,109.79,4.16,0.52
2014-04-23,22.0,108.48,9.89,0.52
2014-04-22,11.33,108.54,5.8,0.52
2014-04-21,7.67,109.69,9.11,0.51
2014-04-17,25.0,109.79,8.2,0.48
2014-04-16,984.67,109.71,3.33,0.48
2014-04-15,983.33,109.1,3.25,0.49
2014-04-14,997.0,107.68,6.07,0.5
2014-04-11,989.33,107.34,7.82,0.48
2014-04-10,991.33,107.1,6.81,0.48
2014-04-09,23.67,107.39,6.47,0.48
2014-04-08,0.67,105.83,6.17,0.48
2014-04-07,971.33,104.89,8.63,0.47
2014-04-04,980.67,106.41,3.17,0.45
2014-04-03,932.0,104.88,5.87,0.45
2014-04-02,937.0,103.37,3.63,0.45
2014-04-01,958.33,105.7,2.93,0.45
2014-03-31,963.0,105.95,6.08,0.45
2014-03-28,997.33,106.64,6.12,0.45
2014-03-27,952.67,106.58,5.12,0.45
2014-03-26,971.67,105.9,1.96,0.45
2014-03-25,965.67,107.01,2.81,0.45
2014-03-24,945.0,106.59,3.71,0.45
2014-03-21,965.0,107.2,5.22,0.46
2014-03-20,989.33,105.73,9.06,0.45
2014-03-19,31.0,105.95,3.85,0.45
2014-03-18,21.67,106.79,3.13,0.45
2014-03-17,30.33,106.99,5.91,0.45
2014-03-14,998.67,108.08,5.82,0.42
2014-03-13,11.67,107.48,4.06,0.42
2014-03-12,957.67,107.88,5.2,0.41
2014-03-11,10.33,108.35,0.95,0.41
2014-03-10,992.67,108.27,1.05,0.41
2014-03-07,985.0,109.14,0.89,0.41
2014-03-06,966.67,107.99,6.66,0.41
2014-03-05,975.33,108.15,6.63,0.41
2014-03-04,961.67,109.17,0.99,0.4
2014-03-03,921.67,111.26,0.0,0.4
2014-02-28,956.33,108.98,1.43,0.41
2014-02-27,955.0,108.54,1.48,0.41
2014-02-26,936.0,109.39,0.91,0.41
2014-02-25,919.67,109.19,1.13,0.41
2014-02-24,955.0,109.76,0.08,0.41
2014-02-21,954.0,109.03,0.0,0.44
2014-02-20,984.33,109.42,0.0,0.45
2014-02-19,935.33,110.37,7.51,0.45
2014-02-18,952.0,110.14,7.18,0.44
2014-02-17,956.33,,6.86,0.42
2014-02-14,960.67,108.63,1.46,0.41
2014-02-13,943.0,108.98,0.94,0.41
2014-02-12,956.67,108.62,0.38,0.41
2014-02-11,930.67,109.21,0.8,0.41
2014-02-10,920.33,110.18,1.05,0.41
2014-02-07,932.0,110.12,0.58,0.41
2014-02-06,897.67,108.15,0.05,0.41
2014-02-05,892.33,106.81,0.01,0.41
2014-02-04,900.0,107.04,0.02,0.41
2014-02-03,925.67,106.55,0.0,0.41
2014-01-31,908.0,108.16,12.76,0.41
2014-01-30,917.33,109.36,1.3,0.4
2014-01-29,924.0,108.83,0.32,0.4
2014-01-28,909.67,109.1,0.01,0.4
2014-01-27,899.33,108.72,0.32,0.4
2014-01-24,797.67,109.14,0.3,0.41
2014-01-23,801.67,109.69,0.32,0.41
2014-01-22,708.33,109.69,0.23,0.41
2014-01-21,686.0,109.17,0.3,0.41
2014-01-20,693.5,108.01,0.45,0.41
2014-01-17,701.0,108.45,0.48,0.41
2014-01-16,756.67,107.46,0.01,0.41
2014-01-15,754.33,108.09,0.0,0.41
2014-01-14,755.67,107.12,0.0,0.41
2014-01-13,713.67,108.02,0.02,0.41
2014-01-10,717.33,106.44,0.0,0.41
2014-01-09,691.0,107.49,0.0,0.41
2014-01-08,705.0,107.42,0.0,0.42
2014-01-07,687.67,107.01,0.0,0.42
2014-01-06,675.67,106.71,0.0,0.42
2014-01-03,703.0,106.57,1.6,0.44
2014-01-02,646.67,107.94,2.73,0.44
